"Timestamp","How.would.you.rate.your.level.of.experience.using.R.","What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..please.use.the.highest.degree.received.","In.what.country.do.you.currently.reside.","What.industry.do.you.work.or.participate.in.","How.many.people.in.your.organization.or.work.group.do.you.feel.that.you.can.ask.for.help.or.support.when.working.with.R."
"12/19/2019 9:12:17","Intermediate","Master's degree","United States of America","Research",4
"12/19/2019 10:52:17","Intermediate","Master's degree","United States of America","Financial Services and Activities",0
"12/19/2019 13:09:42","Intermediate","Master's degree","United States of America","Arts and Entertainment",2
"12/19/2019 15:05:58","Intermediate","Master's degree","United States of America","Research",1
"12/19/2019 21:21:43","Intermediate","Master's degree","United States of America","Financial Services and Activities",0
"12/20/2019 13:05:18","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/20/2019 17:38:05","Intermediate","Master's degree","United States of America","Utilities",1
"12/20/2019 19:28:05","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/21/2019 9:27:00","Intermediate","Master's degree","United States of America","Utilities",5
"12/21/2019 15:42:25","Intermediate","Master's degree","United States of America","Information Technologies",3
"12/22/2019 0:23:22","Intermediate","Master's degree","United States of America","Biotech",20
"12/23/2019 7:09:53","Intermediate","Master's degree","United States of America","Pharmaceuticals",0
"12/23/2019 19:09:38","Intermediate","Master's degree","United States of America","Research",0
"12/23/2019 19:10:35","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",0
"12/23/2019 19:13:16","Intermediate","Master's degree","United States of America","Research",1
"12/23/2019 19:26:37","Intermediate","Master's degree","United States of America","Fundraising",0
"12/23/2019 19:47:21","Intermediate","Master's degree","United States of America","Retail ",2
"12/23/2019 20:13:53","Intermediate","Master's degree","United States of America","Professional and Business Services",6
"12/23/2019 21:43:23","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/23/2019 23:50:30","Intermediate","Master's degree","United States of America","Journalism",2
"12/24/2019 12:49:06","Intermediate","Master's degree","United States of America","Health Care and Medicine",6
"12/24/2019 16:33:53","Intermediate","Master's degree","United States of America","Health Care and Medicine",6
"12/27/2019 17:41:42","Intermediate","Master's degree","United States of America","Education",4
"12/27/2019 20:33:01","Intermediate","Master's degree","United States of America","Nonprofit, social servce",0
"12/29/2019 12:53:52","Intermediate","Master's degree","United States of America","Arts and Entertainment",1
"12/29/2019 13:31:27","Intermediate","Master's degree","United States of America","Education",1
"12/29/2019 14:06:50","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",2
"12/29/2019 14:13:11","Intermediate","Master's degree","United States of America","Accommodation and Food Services",0
"12/29/2019 14:42:12","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",0
"12/29/2019 15:11:31","Intermediate","Master's degree","United States of America","Health Care and Medicine",2
"12/29/2019 17:22:47","Intermediate","Master's degree","United States of America","Information Technologies",4
"12/29/2019 19:34:02","Intermediate","Master's degree","United States of America","Health Care and Medicine",3
"12/29/2019 20:31:33","Intermediate","Master's degree","United States of America","Research",1
"12/29/2019 21:07:22","Intermediate","Master's degree","United States of America","Research",100
"12/29/2019 22:11:11","Intermediate","Master's degree","United States of America","Health Care and Medicine",20
"12/29/2019 23:04:46","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",1
"12/29/2019 23:43:42","Intermediate","Master's degree","United States of America","Research",10
"12/30/2019 3:36:44","Intermediate","Master's degree","United States of America","Education",2
"12/30/2019 11:05:03","Intermediate","Master's degree","United States of America","Telecommunications ",2
"12/30/2019 17:22:18","Intermediate","Master's degree","United States of America","Research",3
"12/30/2019 17:26:31","Intermediate","Master's degree","United States of America","Not Employed",
"12/30/2019 17:29:24","Intermediate","Master's degree","United States of America","Sports analytics ",10
"12/30/2019 17:35:22","Intermediate","Master's degree","United States of America","Pet care startup",0
"12/30/2019 17:39:10","Intermediate","Master's degree","United States of America","Utilities",3
"12/30/2019 17:39:36","Intermediate","Master's degree","United States of America","Research",0
"12/30/2019 17:40:42","Intermediate","Master's degree","United States of America","Academia",20
"12/30/2019 17:41:01","Intermediate","Master's degree","United States of America","Health Care and Medicine",10
"12/30/2019 17:51:26","Intermediate","Master's degree","United States of America","Health Care and Medicine",15
"12/30/2019 17:51:53","Intermediate","Master's degree","United States of America","Professional and Business Services",0
"12/30/2019 18:03:18","Intermediate","Master's degree","United States of America","Arts and Entertainment",0
"12/30/2019 18:14:14","Intermediate","Master's degree","United States of America","Utilities",0
"12/30/2019 18:15:23","Intermediate","Master's degree","United States of America","Non-profit",0
"12/30/2019 18:23:37","Intermediate","Master's degree","United States of America","Environmental technology",1
"12/30/2019 18:25:43","Intermediate","Master's degree","United States of America","Information Technologies",3
"12/30/2019 18:52:09","Intermediate","Master's degree","United States of America","Education",5
"12/30/2019 19:18:13","Intermediate","Master's degree","United States of America","Education",1
"12/30/2019 19:28:03","Intermediate","Master's degree","United States of America","Not Employed",
"12/30/2019 19:52:26","Intermediate","Master's degree","United States of America","Forestry",0
"12/30/2019 19:57:34","Intermediate","Master's degree","United States of America","Health Care and Medicine",10
"12/30/2019 20:03:28","Intermediate","Master's degree","United States of America","Retired",0
"12/30/2019 20:12:40","Intermediate","Master's degree","United States of America","Information Technologies",0
"12/30/2019 20:15:35","Intermediate","Master's degree","United States of America","Education",15
"12/30/2019 20:39:00","Intermediate","Master's degree","United States of America","Financial Services and Activities",2
"12/30/2019 20:42:08","Intermediate","Master's degree","United States of America","Tech company",2
"12/30/2019 20:44:06","Intermediate","Master's degree","United States of America","Education",1
"12/30/2019 20:56:36","Intermediate","Master's degree","United States of America","Research",1
"12/30/2019 21:04:02","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",2
"12/30/2019 21:05:59","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",4
"12/30/2019 21:17:19","Intermediate","Master's degree","United States of America","Manufacturing",0
"12/30/2019 21:26:55","Intermediate","Master's degree","United States of America","Research",3
"12/30/2019 21:29:19","Intermediate","Master's degree","United States of America","Health Care and Medicine",12
"12/30/2019 21:57:22","Intermediate","Master's degree","United States of America","Military",50
"12/30/2019 22:05:32","Intermediate","Master's degree","United States of America","Research",5
"12/30/2019 22:05:39","Intermediate","Master's degree","United States of America","Research",10
"12/30/2019 22:43:37","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",3
"12/31/2019 0:13:06","Intermediate","Master's degree","United States of America","Non-profit / arts",0
"12/31/2019 0:45:57","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/31/2019 0:49:43","Intermediate","Master's degree","United States of America","Military",3
"12/31/2019 1:29:42","Intermediate","Master's degree","United States of America","Online performance marketing",4
"12/31/2019 1:45:39","Intermediate","Master's degree","United States of America","Education",5
"12/31/2019 2:04:11","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",10
"12/31/2019 2:47:05","Intermediate","Master's degree","United States of America","Not Employed",
"12/31/2019 3:20:38","Intermediate","Master's degree","United States of America","Education",
"12/31/2019 4:26:12","Intermediate","Master's degree","United States of America","Education",0
"12/31/2019 8:53:27","Intermediate","Master's degree","United States of America","Professional and Business Services",0
"12/31/2019 9:02:27","Intermediate","Master's degree","United States of America","Research",3
"12/31/2019 10:10:42","Intermediate","Master's degree","United States of America","Transportation",0
"12/31/2019 10:50:04","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",0
"12/31/2019 11:29:33","Intermediate","Master's degree","United States of America","Health Care and Medicine",2
"12/31/2019 11:55:33","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/31/2019 12:26:45","Intermediate","Master's degree","United States of America","International Development",4
"12/31/2019 13:52:04","Intermediate","Master's degree","United States of America","Research",2
"12/31/2019 14:09:02","Intermediate","Master's degree","United States of America","Education",3
"12/31/2019 15:20:54","Intermediate","Master's degree","United States of America","Information Technologies",0
"12/31/2019 16:22:48","Intermediate","Master's degree","United States of America","Transportation",5
"12/31/2019 16:26:31","Intermediate","Master's degree","United States of America","Professional and Business Services",4
"12/31/2019 20:07:15","Intermediate","Master's degree","United States of America","Research",
"12/31/2019 21:01:31","Intermediate","Master's degree","United States of America","Marketing Technology",0
"12/31/2019 23:17:13","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",2
"01/01/2020 00:19","Intermediate","Master's degree","United States of America","Research",0
"01/01/2020 00:50","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"01/01/2020 05:34","Intermediate","Master's degree","United States of America","Professional and Business Services",5
"01/01/2020 08:10","Intermediate","Master's degree","United States of America","Professional and Business Services",0
"01/01/2020 12:32","Intermediate","Master's degree","United States of America","Research",5
"01/01/2020 18:41","Intermediate","Master's degree","United States of America","Journalism ",4
"01/02/2020 09:20","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"01/02/2020 09:37","Intermediate","Master's degree","United States of America","Utilities",2
"01/02/2020 10:14","Intermediate","Master's degree","United States of America","Health Care and Medicine",3
"01/02/2020 10:35","Intermediate","Master's degree","United States of America","Engineering consultant ",0
"01/02/2020 12:53","Intermediate","Master's degree","United States of America","Research",0
"01/02/2020 14:07","Intermediate","Master's degree","United States of America","Education",5
"01/03/2020 12:14","Intermediate","Master's degree","United States of America","Trade (Retail or Wholesale)",3
"01/03/2020 15:20","Intermediate","Master's degree","United States of America","Health Care and Medicine",2
"01/03/2020 16:26","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",3
"01/04/2020 10:30","Intermediate","Master's degree","United States of America","Trade (Retail or Wholesale)",1
"01/04/2020 17:43","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"01/07/2020 09:27","Intermediate","Master's degree","United States of America","Information Technologies",4
"12/17/2019 17:06:17","None","Master's degree","United States of America","Religious",0
"12/30/2019 18:15:40","None","Master's degree","United States of America","Professional and Business Services",0
"01/09/2020 14:39","None","Master's degree","United States of America","Education",0
"12/18/2019 22:48:58","Expert","Master's degree","Vietnam","Financial Services and Activities",15
"12/21/2019 11:14:40","Beginner","Master's degree","","Financial Services and Activities",10
"12/31/2019 3:38:09","Beginner","Master's degree","","Research",0
"12/31/2019 16:23:50","Beginner","Master's degree","","Research",3
"01/02/2020 10:48","Beginner","Master's degree","","Government Services (Federal, State, or Local)",5
"12/15/2019 11:15:42","Expert","Master's degree","","Accommodation and Food Services",10
"12/18/2019 12:17:51","Expert","Master's degree","","Information Technologies",0
"12/18/2019 13:28:41","Expert","Master's degree","","Information Technologies",2
"12/18/2019 14:24:36","Expert","Master's degree","","Government Services (Federal, State, or Local)",
"12/18/2019 15:27:31","Expert","Master's degree","","Information Technologies",2
"12/19/2019 10:09:23","Expert","Master's degree","","Information Technologies",5
"12/29/2019 16:53:21","Expert","Master's degree","","Information Technologies",
"01/03/2020 19:40","Expert","Master's degree","","Information Technologies",10
"12/15/2019 10:57:06","Intermediate","Master's degree","","Research",1
"12/15/2019 12:00:38","Intermediate","Master's degree","","Research",
"12/15/2019 17:50:41","Intermediate","Master's degree","","Education",0
"12/16/2019 2:02:14","Intermediate","Master's degree","","Research",1
"12/18/2019 11:17:17","Intermediate","Master's degree","","Trade (Retail or Wholesale)",
"12/18/2019 15:02:23","Intermediate","Master's degree","","",
"12/19/2019 2:30:47","Intermediate","Master's degree","","Trade (Retail or Wholesale)",0
"12/19/2019 11:35:06","Intermediate","Master's degree","","Research",
"12/23/2019 9:21:59","Intermediate","Master's degree","","Research",
"12/30/2019 17:26:40","Intermediate","Master's degree","","Information Technologies",4
"12/30/2019 19:50:55","Intermediate","Master's degree","","Research",10
"12/30/2019 21:19:00","Intermediate","Master's degree","","Education",
"12/30/2019 22:07:49","Intermediate","Master's degree","","Financial Services and Activities",
"12/31/2019 2:02:11","Intermediate","Master's degree","","Research",0
"12/31/2019 2:13:14","Intermediate","Master's degree","","Education",
"12/31/2019 3:43:36","Intermediate","Master's degree","","Education",1
"12/31/2019 11:41:07","Intermediate","Master's degree","","Government Services (Federal, State, or Local)",1000
"12/31/2019 13:24:56","Intermediate","Master's degree","","Professional and Business Services",0
"12/31/2019 17:54:12","Intermediate","Master's degree","","Professional and Business Services",0
"01/01/2020 12:01","Intermediate","Master's degree","","Marketing",2
"01/03/2020 04:31","Intermediate","Master's degree","","Health Care and Medicine",6
"01/03/2020 06:02","Intermediate","Master's degree","","Health Care and Medicine",6
